Data from кристалл4_MAYP1156461__2__36.txt Node

Date: Fri Sep 01 16:24:51 MSK 2023
User: mishev
Spectrometer: MAYP115646
Trigger mode: 0
Integration Time (sec): 5,000000E-2
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2068
>>>>>Begin Spectral Data<<<<<
199,511	786,83
199,981	-144,17
200,452	23,83
200,923	-9,17
201,394	64,83
201,865	74,83
202,335	82,83
202,806	78,83
203,277	85,83
203,748	77,83
204,218	84,83
204,689	114,83
205,159	78,83
205,63	92,83
206,101	83,83
206,571	79,83
207,042	84,83
207,512	86,83
207,983	80,83
208,453	77,83
208,923	73,83
209,394	104,83
209,864	80,83
210,335	94,83
210,805	78,83
211,275	92,83
211,745	97,83
212,216	97,83
212,686	93,83
213,156	84,83
213,626	96,83
214,096	103,83
214,566	98,83
215,037	108,83
215,507	111,83
215,977	104,83
216,447	92,83
216,917	93,83
217,387	84,83
217,857	104,83
218,326	96,83
218,796	99,83
219,266	104,83
219,736	90,83
220,206	122,83
220,676	101,83
221,145	89,83
221,615	128,83
222,085	94,83
222,555	108,83
223,024	110,83
223,494	97,83
223,964	106,83
224,433	141,83
224,903	122,83
225,372	104,83
225,842	97,83
226,311	112,83
226,781	101,83
227,25	95,83
227,72	109,83
228,189	103,83
228,658	119,83
229,128	115,83
229,597	105,83
230,066	91,83
230,536	88,83
231,005	109,83
231,474	110,83
231,943	110,83
232,412	118,83
232,881	102,83
233,351	101,83
233,82	119,83
234,289	126,83
234,758	95,83
235,227	117,83
235,696	97,83
236,165	98,83
236,634	104,83
237,103	99,83
237,572	95,83
238,04	111,83
238,509	105,83
238,978	102,83
239,447	115,83
239,916	126,83
240,384	115,83
240,853	106,83
241,322	115,83
241,79	101,83
242,259	127,83
242,728	117,83
243,196	92,83
243,665	106,83
244,133	117,83
244,602	104,83
245,07	88,83
245,539	104,83
246,007	112,83
246,476	122,83
246,944	104,83
247,413	120,83
247,881	95,83
248,349	107,83
248,817	108,83
249,286	105,83
249,754	110,83
250,222	108,83
250,69	117,83
251,159	106,83
251,627	110,83
252,095	97,83
252,563	95,83
253,031	130,83
253,499	103,83
253,967	126,83
254,435	95,83
254,903	104,83
255,371	109,83
255,839	140,83
256,307	96,83
256,775	121,83
257,242	104,83
257,71	120,83
258,178	98,83
258,646	131,83
259,114	107,83
259,581	130,83
260,049	95,83
260,517	102,83
260,984	125,83
261,452	96,83
261,919	97,83
262,387	88,83
262,855	122,83
263,322	97,83
263,79	121,83
264,257	98,83
264,724	93,83
265,192	104,83
265,659	116,83
266,127	90,83
266,594	132,83
267,061	119,83
267,529	123,83
267,996	112,83
268,463	108,83
268,93	114,83
269,397	96,83
269,865	102,83
270,332	95,83
270,799	109,83
271,266	132,83
271,733	118,83
272,2	117,83
272,667	114,83
273,134	109,83
273,601	120,83
274,068	124,83
274,535	80,83
275,002	125,83
275,469	102,83
275,935	96,83
276,402	101,83
276,869	109,83
277,336	131,83
277,802	100,83
278,269	121,83
278,736	109,83
279,203	114,83
279,669	118,83
280,136	128,83
280,602	108,83
281,069	105,83
281,535	112,83
282,002	112,83
282,468	100,83
282,935	101,83
283,401	107,83
283,868	100,83
284,334	104,83
284,8	112,83
285,267	114,83
285,733	104,83
286,199	121,83
286,666	94,83
287,132	104,83
287,598	111,83
288,064	113,83
288,53	105,83
288,996	105,83
289,463	101,83
289,929	127,83
290,395	107,83
290,861	108,83
291,327	104,83
291,793	115,83
292,259	98,83
292,725	122,83
293,19	95,83
293,656	121,83
294,122	103,83
294,588	102,83
295,054	122,83
295,52	105,83
295,985	129,83
296,451	99,83
296,917	96,83
297,382	99,83
297,848	118,83
298,314	111,83
298,779	115,83
299,245	122,83
299,71	122,83
300,176	114,83
300,641	103,83
301,107	101,83
301,572	109,83
302,038	110,83
302,503	107,83
302,968	100,83
303,434	123,83
303,899	110,83
304,364	143,83
304,83	99,83
305,295	100,83
305,76	101,83
306,225	127,83
306,69	118,83
307,156	92,83
307,621	109,83
308,086	116,83
308,551	121,83
309,016	103,83
309,481	100,83
309,946	108,83
310,411	111,83
310,876	115,83
311,341	108,83
311,806	97,83
312,27	104,83
312,735	85,83
313,2	100,83
313,665	108,83
314,13	126,83
314,594	102,83
315,059	95,83
315,524	109,83
315,988	115,83
316,453	102,83
316,918	119,83
317,382	103,83
317,847	139,83
318,311	106,83
318,776	116,83
319,24	110,83
319,705	104,83
320,169	123,83
320,634	95,83
321,098	114,83
321,562	123,83
322,027	113,83
322,491	79,83
322,955	119,83
323,419	129,83
323,884	117,83
324,348	126,83
324,812	129,83
325,276	95,83
325,74	100,83
326,204	114,83
326,668	102,83
327,132	98,83
327,596	87,83
328,06	110,83
328,524	112,83
328,988	101,83
329,452	104,83
329,916	117,83
330,38	107,83
330,844	100,83
331,308	112,83
331,771	103,83
332,235	109,83
332,699	97,83
333,163	100,83
333,626	118,83
334,09	87,83
334,554	95,83
335,017	108,83
335,481	104,83
335,944	135,83
336,408	85,83
336,871	105,83
337,335	94,83
337,798	97,83
338,262	89,83
338,725	124,83
339,188	99,83
339,652	91,83
340,115	115,83
340,578	103,83
341,042	124,83
341,505	108,83
341,968	95,83
342,431	215,83
342,895	93,83
343,358	103,83
343,821	93,83
344,284	117,83
344,747	128,83
345,21	91,83
345,673	105,83
346,136	121,83
346,599	111,83
347,062	120,83
347,525	96,83
347,988	125,83
348,451	100,83
348,913	90,83
349,376	105,83
349,839	98,83
350,302	109,83
350,765	106,83
351,227	154,83
351,69	110,83
352,153	98,83
352,615	97,83
353,078	119,83
353,54	112,83
354,003	109,83
354,465	87,83
354,928	91,83
355,39	90,83
355,853	123,83
356,315	103,83
356,778	139,83
357,24	120,83
357,702	126,83
358,165	116,83
358,627	116,83
359,089	108,83
359,552	100,83
360,014	103,83
360,476	110,83
360,938	95,83
361,4	119,83
361,862	111,83
362,325	106,83
362,787	93,83
363,249	96,83
363,711	114,83
364,173	118,83
364,635	96,83
365,097	101,83
365,558	137,83
366,02	99,83
366,482	138,83
366,944	91,83
367,406	116,83
367,868	111,83
368,329	102,83
368,791	98,83
369,253	100,83
369,714	109,83
370,176	116,83
370,638	100,83
371,099	90,83
371,561	109,83
372,022	99,83
372,484	112,83
372,945	120,83
373,407	100,83
373,868	100,83
374,33	112,83
374,791	89,83
375,253	108,83
375,714	119,83
376,175	114,83
376,637	112,83
377,098	125,83
377,559	99,83
378,02	117,83
378,481	105,83
378,943	95,83
379,404	104,83
379,865	91,83
380,326	108,83
380,787	130,83
381,248	102,83
381,709	99,83
382,17	105,83
382,631	110,83
383,092	104,83
383,553	119,83
384,014	123,83
384,474	99,83
384,935	113,83
385,396	94,83
385,857	99,83
386,318	109,83
386,778	123,83
387,239	120,83
387,7	103,83
388,16	87,83
388,621	85,83
389,082	124,83
389,542	103,83
390,003	132,83
390,463	107,83
390,924	103,83
391,384	119,83
391,845	113,83
392,305	96,83
392,765	117,83
393,226	102,83
393,686	111,83
394,146	125,83
394,607	112,83
395,067	100,83
395,527	100,83
395,987	111,83
396,447	110,83
396,908	96,83
397,368	108,83
397,828	93,83
398,288	110,83
398,748	111,83
399,208	110,83
399,668	98,83
400,128	105,83
400,588	116,83
401,048	130,83
401,508	119,83
401,968	113,83
402,427	98,83
402,887	100,83
403,347	117,83
403,807	108,83
404,266	75,83
404,726	130,83
405,186	115,83
405,645	100,83
406,105	100,83
406,565	105,83
407,024	106,83
407,484	109,83
407,943	115,83
408,403	98,83
408,862	115,83
409,322	112,83
409,781	126,83
410,241	111,83
410,7	114,83
411,159	102,83
411,619	114,83
412,078	110,83
412,537	109,83
412,996	124,83
413,456	124,83
413,915	101,83
414,374	122,83
414,833	115,83
415,292	109,83
415,751	113,83
416,21	148,83
416,669	130,83
417,128	127,83
417,587	113,83
418,046	113,83
418,505	128,83
418,964	151,83
419,423	117,83
419,882	133,83
420,341	157,83
420,799	134,83
421,258	148,83
421,717	137,83
422,176	148,83
422,634	156,83
423,093	146,83
423,552	134,83
424,01	140,83
424,469	137,83
424,927	161,83
425,386	157,83
425,844	162,83
426,303	142,83
426,761	157,83
427,22	178,83
427,678	171,83
428,137	194,83
428,595	178,83
429,053	226,83
429,512	213,83
429,97	200,83
430,428	229,83
430,886	227,83
431,344	231,83
431,803	220,83
432,261	224,83
432,719	239,83
433,177	257,83
433,635	240,83
434,093	256,83
434,551	274,83
435,009	268,83
435,467	297,83
435,925	300,83
436,383	295,83
436,841	336,83
437,299	339,83
437,756	361,83
438,214	391,83
438,672	379,83
439,13	397,83
439,587	444,83
440,045	446,83
440,503	476,83
440,96	497,83
441,418	496,83
441,876	485,83
442,333	536,83
442,791	537,83
443,248	558,83
443,706	563,83
444,163	559,83
444,621	587,83
445,078	604,83
445,535	594,83
445,993	587,83
446,45	594,83
446,907	554,83
447,365	542,83
447,822	570,83
448,279	542,83
448,736	538,83
449,193	508,83
449,651	518,83
450,108	503,83
450,565	438,83
451,022	447,83
451,479	421,83
451,936	417,83
452,393	392,83
452,85	364,83
453,307	353,83
453,764	345,83
454,221	327,83
454,677	337,83
455,134	305,83
455,591	302,83
456,048	319,83
456,505	302,83
456,961	255,83
457,418	268,83
457,875	294,83
458,331	268,83
458,788	249,83
459,244	260,83
459,701	244,83
460,158	244,83
460,614	255,83
461,071	242,83
461,527	213,83
461,983	230,83
462,44	212,83
462,896	227,83
463,353	196,83
463,809	211,83
464,265	216,83
464,721	194,83
465,178	197,83
465,634	235,83
466,09	197,83
466,546	190,83
467,002	204,83
467,458	217,83
467,915	175,83
468,371	174,83
468,827	160,83
469,283	165,83
469,739	181,83
470,195	188,83
470,651	165,83
471,106	160,83
471,562	155,83
472,018	164,83
472,474	145,83
472,93	166,83
473,386	156,83
473,841	155,83
474,297	172,83
474,753	160,83
475,208	161,83
475,664	164,83
476,12	153,83
476,575	156,83
477,031	149,83
477,486	148,83
477,942	166,83
478,397	144,83
478,853	175,83
479,308	158,83
479,763	135,83
480,219	149,83
480,674	137,83
481,13	146,83
481,585	153,83
482,04	142,83
482,495	140,83
482,951	164,83
483,406	130,83
483,861	165,83
484,316	155,83
484,771	136,83
485,226	168,83
485,681	161,83
486,136	169,83
486,591	150,83
487,046	188,83
487,501	148,83
487,956	170,83
488,411	190,83
488,866	154,83
489,321	171,83
489,775	160,83
490,23	170,83
490,685	169,83
491,14	190,83
491,594	149,83
492,049	173,83
492,504	178,83
492,958	157,83
493,413	192,83
493,868	197,83
494,322	163,83
494,777	180,83
495,231	179,83
495,686	182,83
496,14	196,83
496,594	185,83
497,049	211,83
497,503	175,83
497,958	213,83
498,412	206,83
498,866	196,83
499,32	197,83
499,775	214,83
500,229	224,83
500,683	211,83
501,137	233,83
501,591	242,83
502,045	217,83
502,499	239,83
502,953	247,83
503,407	236,83
503,861	249,83
504,315	243,83
504,769	244,83
505,223	255,83
505,677	253,83
506,131	263,83
506,585	257,83
507,039	280,83
507,492	274,83
507,946	281,83
508,4	277,83
508,854	296,83
509,307	286,83
509,761	294,83
510,214	305,83
510,668	288,83
511,122	302,83
511,575	327,83
512,029	322,83
512,482	304,83
512,936	342,83
513,389	317,83
513,842	336,83
514,296	322,83
514,749	336,83
515,202	335,83
515,656	338,83
516,109	345,83
516,562	366,83
517,015	349,83
517,469	355,83
517,922	340,83
518,375	342,83
518,828	386,83
519,281	369,83
519,734	396,83
520,187	364,83
520,64	400,83
521,093	378,83
521,546	380,83
521,999	380,83
522,452	399,83
522,905	409,83
523,358	408,83
523,81	372,83
524,263	380,83
524,716	409,83
525,169	426,83
525,621	409,83
526,074	436,83
526,527	434,83
526,979	424,83
527,432	428,83
527,884	425,83
528,337	404,83
528,789	427,83
529,242	408,83
529,694	411,83
530,147	437,83
530,599	438,83
531,052	416,83
531,504	428,83
531,956	471,83
532,409	428,83
532,861	434,83
533,313	477,83
533,765	452,83
534,218	434,83
534,67	441,83
535,122	453,83
535,574	435,83
536,026	433,83
536,478	444,83
536,93	461,83
537,382	436,83
537,834	452,83
538,286	453,83
538,738	452,83
539,19	483,83
539,642	470,83
540,094	484,83
540,545	453,83
540,997	465,83
541,449	477,83
541,901	446,83
542,352	497,83
542,804	456,83
543,256	473,83
543,707	438,83
544,159	470,83
544,611	457,83
545,062	469,83
545,514	473,83
545,965	471,83
546,417	436,83
546,868	444,83
547,319	476,83
547,771	451,83
548,222	483,83
548,674	472,83
549,125	501,83
549,576	493,83
550,027	489,83
550,479	499,83
550,93	458,83
